"Line","BoardingTime","PassengerCount"
"TC16A","2019-12-18T17:30",135
"TC93","2019-12-18T17:30",141
"TCD49","2019-12-18T17:30",173
"TCD49A","2019-12-18T17:30",183
"TCP45","2019-12-18T17:30",164
"TK36","2019-12-18T17:30",126
"TL94","2019-12-18T17:30",94
"UC11","2019-12-18T17:30",414
"UC32","2019-12-18T17:30",258
"VC53","2019-12-18T17:30",92
"VC57","2019-12-18T17:30",196
"VC59","2019-12-18T17:30",124
"VF01","2019-12-18T17:30",829
"VF02","2019-12-18T17:30",303
"VF63","2019-12-18T17:30",156
"VF66","2019-12-18T17:30",230
"VL13","2019-12-18T17:30",297
"VL13A","2019-12-18T17:30",368
"VML54","2019-12-18T17:30",146
"VML55A","2019-12-18T17:30",154
"VS18","2019-12-18T17:30",464
"511","2019-12-18T18:00",215
"AC03","2019-12-18T18:00",237
"AF04","2019-12-18T18:00",128
"AF04A","2019-12-18T18:00",179
"CV14","2019-12-18T18:00",299
"CV47","2019-12-18T18:00",141
"CV48","2019-12-18T18:00",150
"CV67","2019-12-18T18:00",130
"DC15","2019-12-18T18:00",332
"DC15A","2019-12-18T18:00",257
"FL82","2019-12-18T18:00",280
"GM24","2019-12-18T18:00",156
"KC06","2019-12-18T18:00",662
"KC33","2019-12-18T18:00",131
"KC35","2019-12-18T18:00",109
"KC35A","2019-12-18T18:00",141
"KF52","2019-12-18T18:00",165
"KL08","2019-12-18T18:00",882
"KM61","2019-12-18T18:00",221
"KPZ83","2019-12-18T18:00",169
"LC07","2019-12-18T18:00",394
"LC07A","2019-12-18T18:00",251
"LF09","2019-12-18T18:00",685
"LF10","2019-12-18T18:00",768
"MC12","2019-12-18T18:00",218
"MF40","2019-12-18T18:00",276
"ML22","2019-12-18T18:00",201
"MZ78","2019-12-18T18:00",130
"TB72","2019-12-18T18:00",235
"TC16","2019-12-18T18:00",243
"TC16A","2019-12-18T18:00",128
"TC93","2019-12-18T18:00",109
"TCD49","2019-12-18T18:00",165
"TCD49A","2019-12-18T18:00",198
"TCP45","2019-12-18T18:00",201
"TK36","2019-12-18T18:00",177
"TL94","2019-12-18T18:00",112
"UC11","2019-12-18T18:00",335
"UC32","2019-12-18T18:00",231
"VC53","2019-12-18T18:00",116
"VC57","2019-12-18T18:00",198
"VC59","2019-12-18T18:00",128
"VF01","2019-12-18T18:00",744
"VF02","2019-12-18T18:00",370
"VF63","2019-12-18T18:00",105
"VF66","2019-12-18T18:00",262
"VL13","2019-12-18T18:00",325
"VL13A","2019-12-18T18:00",389
"VML54","2019-12-18T18:00",114
"VML55A","2019-12-18T18:00",141
"VS18","2019-12-18T18:00",404
"511","2019-12-18T18:30",143
"AC03","2019-12-18T18:30",155
"AF04","2019-12-18T18:30",125
"AF04A","2019-12-18T18:30",122
"CV14","2019-12-18T18:30",274
"CV47","2019-12-18T18:30",125
"CV48","2019-12-18T18:30",105
"CV67","2019-12-18T18:30",92
"DC15","2019-12-18T18:30",216
"DC15A","2019-12-18T18:30",207
"FL82","2019-12-18T18:30",140
"GM24","2019-12-18T18:30",123
"KC06","2019-12-18T18:30",538
"KC33","2019-12-18T18:30",95
"KC35","2019-12-18T18:30",89
"KC35A","2019-12-18T18:30",105
"KF52","2019-12-18T18:30",105
"KL08","2019-12-18T18:30",665
"KM61","2019-12-18T18:30",188
"KPZ83","2019-12-18T18:30",179
"LC07","2019-12-18T18:30",348
"LC07A","2019-12-18T18:30",213
"LF09","2019-12-18T18:30",522
"LF10","2019-12-18T18:30",606
"MC12","2019-12-18T18:30",171
"MF40","2019-12-18T18:30",215
"ML22","2019-12-18T18:30",165
"MZ78","2019-12-18T18:30",109
"TB72","2019-12-18T18:30",162
"TC16","2019-12-18T18:30",182
"TC16A","2019-12-18T18:30",78
"TC93","2019-12-18T18:30",70
"TCD49","2019-12-18T18:30",77
"TCD49A","2019-12-18T18:30",156
"TCP45","2019-12-18T18:30",172
"TK36","2019-12-18T18:30",128
"TL94","2019-12-18T18:30",90
"UC11","2019-12-18T18:30",216
"UC32","2019-12-18T18:30",188
"VC53","2019-12-18T18:30",86
"VC57","2019-12-18T18:30",150
"VC59","2019-12-18T18:30",108
"VF01","2019-12-18T18:30",574
"VF02","2019-12-18T18:30",314
"VF63","2019-12-18T18:30",122
"VF66","2019-12-18T18:30",256
"VL13","2019-12-18T18:30",226
"VL13A","2019-12-18T18:30",335
"VML54","2019-12-18T18:30",89
"VML55A","2019-12-18T18:30",77
"VS18","2019-12-18T18:30",315
"511","2019-12-18T19:00",122
"AC03","2019-12-18T19:00",131
"AF04","2019-12-18T19:00",119
"AF04A","2019-12-18T19:00",74
"CV14","2019-12-18T19:00",226
"CV47","2019-12-18T19:00",69
"CV48","2019-12-18T19:00",127
"CV67","2019-12-18T19:00",76
"DC15","2019-12-18T19:00",193
"DC15A","2019-12-18T19:00",168
"FL82","2019-12-18T19:00",174
"GM24","2019-12-18T19:00",102
"KC06","2019-12-18T19:00",387
"KC33","2019-12-18T19:00",94
"KC35","2019-12-18T19:00",85
"KC35A","2019-12-18T19:00",54
"KF52","2019-12-18T19:00",83
"KL08","2019-12-18T19:00",621
"KM61","2019-12-18T19:00",134
"KPZ83","2019-12-18T19:00",109
"LC07","2019-12-18T19:00",337
"LC07A","2019-12-18T19:00",159
"LF09","2019-12-18T19:00",409
"LF10","2019-12-18T19:00",463
"MC12","2019-12-18T19:00",178
"MF40","2019-12-18T19:00",162
"ML22","2019-12-18T19:00",169
"MZ78","2019-12-18T19:00",70
"TB72","2019-12-18T19:00",176
"TC16","2019-12-18T19:00",131
"TC16A","2019-12-18T19:00",61
"TC93","2019-12-18T19:00",48
"TCD49","2019-12-18T19:00",94
"TCD49A","2019-12-18T19:00",135
"TCP45","2019-12-18T19:00",103
"TK36","2019-12-18T19:00",110
"TL94","2019-12-18T19:00",80
"UC11","2019-12-18T19:00",182
"UC32","2019-12-18T19:00",121
"VC53","2019-12-18T19:00",54
"VC57","2019-12-18T19:00",110
"VC59","2019-12-18T19:00",109
"VF01","2019-12-18T19:00",437
"VF02","2019-12-18T19:00",219
"VF63","2019-12-18T19:00",68
"VF66","2019-12-18T19:00",133
"VL13","2019-12-18T19:00",131
"VL13A","2019-12-18T19:00",265
"VML54","2019-12-18T19:00",78
"VML55A","2019-12-18T19:00",77
"VS18","2019-12-18T19:00",295
"511","2019-12-18T19:30",56
"AC03","2019-12-18T19:30",95
"AF04","2019-12-18T19:30",89
"AF04A","2019-12-18T19:30",91
"CV14","2019-12-18T19:30",202
"CV47","2019-12-18T19:30",48
"CV48","2019-12-18T19:30",42
"CV67","2019-12-18T19:30",47
"DC15","2019-12-18T19:30",110
"DC15A","2019-12-18T19:30",112
"FL82","2019-12-18T19:30",105
"GM24","2019-12-18T19:30",64
"KC06","2019-12-18T19:30",482
"KC33","2019-12-18T19:30",58
"KC35","2019-12-18T19:30",48
"KC35A","2019-12-18T19:30",57
"KF52","2019-12-18T19:30",93
"KL08","2019-12-18T19:30",494
"KM61","2019-12-18T19:30",108
"KPZ83","2019-12-18T19:30",102
"LC07","2019-12-18T19:30",230
"LC07A","2019-12-18T19:30",150
"LF09","2019-12-18T19:30",333
"LF10","2019-12-18T19:30",413
"MC12","2019-12-18T19:30",79
"MF40","2019-12-18T19:30",128
"ML22","2019-12-18T19:30",85
"MZ78","2019-12-18T19:30",72
"TB72","2019-12-18T19:30",143
"TC16","2019-12-18T19:30",88
"TC16A","2019-12-18T19:30",87
"TC93","2019-12-18T19:30",42
"TCD49","2019-12-18T19:30",76
"TCD49A","2019-12-18T19:30",111
"TCP45","2019-12-18T19:30",67
"TK36","2019-12-18T19:30",103
"TL94","2019-12-18T19:30",69
"UC11","2019-12-18T19:30",159
"UC32","2019-12-18T19:30",112
"VC53","2019-12-18T19:30",39
"VC57","2019-12-18T19:30",65
"VC59","2019-12-18T19:30",43
"VF01","2019-12-18T19:30",356
"VF02","2019-12-18T19:30",154
"VF63","2019-12-18T19:30",50
"VF66","2019-12-18T19:30",131
"VL13","2019-12-18T19:30",124
"VL13A","2019-12-18T19:30",161
"VML54","2019-12-18T19:30",67
"VML55A","2019-12-18T19:30",65
"VS18","2019-12-18T19:30",197
"511","2019-12-18T20:00",69
"AC03","2019-12-18T20:00",74
"AF04","2019-12-18T20:00",90
"AF04A","2019-12-18T20:00",66
"CV14","2019-12-18T20:00",169
"CV47","2019-12-18T20:00",49
"CV48","2019-12-18T20:00",71
"CV67","2019-12-18T20:00",32
"DC15","2019-12-18T20:00",75
"DC15A","2019-12-18T20:00",97
"FL82","2019-12-18T20:00",91
"GM24","2019-12-18T20:00",69
"KC06","2019-12-18T20:00",338
"KC33","2019-12-18T20:00",55
"KC35","2019-12-18T20:00",44
"KC35A","2019-12-18T20:00",86
"KF52","2019-12-18T20:00",70
"KL08","2019-12-18T20:00",481
"KM61","2019-12-18T20:00",124
"KPZ83","2019-12-18T20:00",67
"LC07","2019-12-18T20:00",217
"LC07A","2019-12-18T20:00",91
"LF09","2019-12-18T20:00",317
"LF10","2019-12-18T20:00",343
"MC12","2019-12-18T20:00",123
"MF40","2019-12-18T20:00",119
"ML22","2019-12-18T20:00",79
"MZ78","2019-12-18T20:00",52
"TB72","2019-12-18T20:00",112
"TC16","2019-12-18T20:00",99
"TC16A","2019-12-18T20:00",77
"TC93","2019-12-18T20:00",24
"TCD49","2019-12-18T20:00",65
"TCD49A","2019-12-18T20:00",130
"TCP45","2019-12-18T20:00",85
"TK36","2019-12-18T20:00",94
"TL94","2019-12-18T20:00",83
"UC11","2019-12-18T20:00",161
"UC32","2019-12-18T20:00",91
"VC53","2019-12-18T20:00",28
"VC57","2019-12-18T20:00",72
"VC59","2019-12-18T20:00",58
"VF01","2019-12-18T20:00",256
"VF02","2019-12-18T20:00",155
"VF63","2019-12-18T20:00",61
"VF66","2019-12-18T20:00",150
"VL13","2019-12-18T20:00",104
"VL13A","2019-12-18T20:00",149
"VML54","2019-12-18T20:00",41
"VML55A","2019-12-18T20:00",67
"VS18","2019-12-18T20:00",181
"511","2019-12-18T20:30",39
"AC03","2019-12-18T20:30",68
"AF04","2019-12-18T20:30",32
"AF04A","2019-12-18T20:30",51
"CV14","2019-12-18T20:30",105
"CV47","2019-12-18T20:30",26
"CV48","2019-12-18T20:30",68
"CV67","2019-12-18T20:30",40
"DC15","2019-12-18T20:30",96
"DC15A","2019-12-18T20:30",87
"FL82","2019-12-18T20:30",86
"GM24","2019-12-18T20:30",40
"KC06","2019-12-18T20:30",256
"KC33","2019-12-18T20:30",48
"KC35","2019-12-18T20:30",36
"KC35A","2019-12-18T20:30",30
"KF52","2019-12-18T20:30",62
"KL08","2019-12-18T20:30",328
"KM61","2019-12-18T20:30",57
"KPZ83","2019-12-18T20:30",62
"LC07","2019-12-18T20:30",157
"LC07A","2019-12-18T20:30",78
"LF09","2019-12-18T20:30",202
"LF10","2019-12-18T20:30",257
"MC12","2019-12-18T20:30",52
"MF40","2019-12-18T20:30",118
"ML22","2019-12-18T20:30",87
"MZ78","2019-12-18T20:30",49
"TB72","2019-12-18T20:30",72
"TC16","2019-12-18T20:30",77
"TC16A","2019-12-18T20:30",51
"TC93","2019-12-18T20:30",26
"TCD49","2019-12-18T20:30",68
"TCD49A","2019-12-18T20:30",87
"TCP45","2019-12-18T20:30",88
"TK36","2019-12-18T20:30",37
"TL94","2019-12-18T20:30",49
"UC11","2019-12-18T20:30",117
"UC32","2019-12-18T20:30",70
"VC53","2019-12-18T20:30",24
"VC57","2019-12-18T20:30",42
"VC59","2019-12-18T20:30",40
"VF01","2019-12-18T20:30",227
"VF02","2019-12-18T20:30",146
"VF63","2019-12-18T20:30",32
"VF66","2019-12-18T20:30",113
"VL13","2019-12-18T20:30",75
"VL13A","2019-12-18T20:30",84
"VML54","2019-12-18T20:30",39
"VML55A","2019-12-18T20:30",36
"VS18","2019-12-18T20:30",189
"511","2019-12-18T21:00",62
"AC03","2019-12-18T21:00",36
"AF04","2019-12-18T21:00",62
"AF04A","2019-12-18T21:00",36
"CV14","2019-12-18T21:00",101
"CV47","2019-12-18T21:00",36
"CV48","2019-12-18T21:00",38
"CV67","2019-12-18T21:00",18
"DC15","2019-12-18T21:00",69
"DC15A","2019-12-18T21:00",59
"FL82","2019-12-18T21:00",40
"GM24","2019-12-18T21:00",66
"KC06","2019-12-18T21:00",219
"KC33","2019-12-18T21:00",37
"KC35","2019-12-18T21:00",21
"KC35A","2019-12-18T21:00",22
"KF52","2019-12-18T21:00",52
"KL08","2019-12-18T21:00",269
"KM61","2019-12-18T21:00",62
"KPZ83","2019-12-18T21:00",54
"LC07","2019-12-18T21:00",102
"LC07A","2019-12-18T21:00",100
"LF09","2019-12-18T21:00",204
"LF10","2019-12-18T21:00",206
"MC12","2019-12-18T21:00",33
"MF40","2019-12-18T21:00",60
"ML22","2019-12-18T21:00",53
"MZ78","2019-12-18T21:00",29
"TB72","2019-12-18T21:00",63
"TC16","2019-12-18T21:00",81
"TC16A","2019-12-18T21:00",31
"TC93","2019-12-18T21:00",34
"TCD49","2019-12-18T21:00",31
"TCD49A","2019-12-18T21:00",53
"TCP45","2019-12-18T21:00",71
"TK36","2019-12-18T21:00",51
"TL94","2019-12-18T21:00",52
"UC11","2019-12-18T21:00",81
"UC32","2019-12-18T21:00",38
"VC53","2019-12-18T21:00",28
"VC57","2019-12-18T21:00",42
"VC59","2019-12-18T21:00",42
"VF01","2019-12-18T21:00",166
"VF02","2019-12-18T21:00",63
"VF63","2019-12-18T21:00",31
"VF66","2019-12-18T21:00",110
"VL13","2019-12-18T21:00",74
"VL13A","2019-12-18T21:00",48
"VML54","2019-12-18T21:00",12
"VML55A","2019-12-18T21:00",43
"VS18","2019-12-18T21:00",151
"511","2019-12-18T21:30",46
"AC03","2019-12-18T21:30",40
"AF04","2019-12-18T21:30",37
"AF04A","2019-12-18T21:30",35
"CV14","2019-12-18T21:30",113
"CV47","2019-12-18T21:30",26
"CV48","2019-12-18T21:30",25
"CV67","2019-12-18T21:30",22
"DC15","2019-12-18T21:30",43
"DC15A","2019-12-18T21:30",86
"FL82","2019-12-18T21:30",49
"GM24","2019-12-18T21:30",57
"KC06","2019-12-18T21:30",236
"KC33","2019-12-18T21:30",25
"KC35","2019-12-18T21:30",13
"KC35A","2019-12-18T21:30",20
"KF52","2019-12-18T21:30",45
"KL08","2019-12-18T21:30",273
"KM61","2019-12-18T21:30",64
"KPZ83","2019-12-18T21:30",42
"LC07","2019-12-18T21:30",121
"LC07A","2019-12-18T21:30",95
"LF09","2019-12-18T21:30",152
"LF10","2019-12-18T21:30",134
"MC12","2019-12-18T21:30",29
"MF40","2019-12-18T21:30",58
"ML22","2019-12-18T21:30",41
"MZ78","2019-12-18T21:30",55
"TB72","2019-12-18T21:30",45
"TC16","2019-12-18T21:30",74
"TC16A","2019-12-18T21:30",34
"TC93","2019-12-18T21:30",22
"TCD49","2019-12-18T21:30",21
"TCD49A","2019-12-18T21:30",81
"TCP45","2019-12-18T21:30",64
"TK36","2019-12-18T21:30",51
"TL94","2019-12-18T21:30",21
"UC11","2019-12-18T21:30",111
"UC32","2019-12-18T21:30",34
"VC53","2019-12-18T21:30",21
"VC57","2019-12-18T21:30",46
"VC59","2019-12-18T21:30",43
"VF01","2019-12-18T21:30",108
"VF02","2019-12-18T21:30",96
"VF63","2019-12-18T21:30",18
"VF66","2019-12-18T21:30",125
"VL13","2019-12-18T21:30",75
"VL13A","2019-12-18T21:30",72
"VML54","2019-12-18T21:30",46
"VML55A","2019-12-18T21:30",34
"VS18","2019-12-18T21:30",147
"511","2019-12-18T22:00",92
"AC03","2019-12-18T22:00",45
"AF04","2019-12-18T22:00",78
"AF04A","2019-12-18T22:00",22
"CV14","2019-12-18T22:00",74
"CV47","2019-12-18T22:00",21
"CV48","2019-12-18T22:00",62
"CV67","2019-12-18T22:00",29
"DC15","2019-12-18T22:00",79
"DC15A","2019-12-18T22:00",50
"FL82","2019-12-18T22:00",47
"GM24","2019-12-18T22:00",88
"KC06","2019-12-18T22:00",235
"KC33","2019-12-18T22:00",37
"KC35","2019-12-18T22:00",65
"KC35A","2019-12-18T22:00",41
"KF52","2019-12-18T22:00",78
"KL08","2019-12-18T22:00",240
"KM61","2019-12-18T22:00",89
"KPZ83","2019-12-18T22:00",23
"LC07","2019-12-18T22:00",135
"LC07A","2019-12-18T22:00",56
"LF09","2019-12-18T22:00",155
"LF10","2019-12-18T22:00",128
"MC12","2019-12-18T22:00",36
"MF40","2019-12-18T22:00",86
"ML22","2019-12-18T22:00",60
"MZ78","2019-12-18T22:00",22
"TB72","2019-12-18T22:00",84
"TC16","2019-12-18T22:00",63
"TC16A","2019-12-18T22:00",29
"TC93","2019-12-18T22:00",52
"TCD49","2019-12-18T22:00",38
"TCD49A","2019-12-18T22:00",69
"TCP45","2019-12-18T22:00",92
"TK36","2019-12-18T22:00",69
"TL94","2019-12-18T22:00",56
"UC11","2019-12-18T22:00",133
"UC32","2019-12-18T22:00",69
"VC53","2019-12-18T22:00",23
"VC57","2019-12-18T22:00",28
"VC59","2019-12-18T22:00",47
"VF01","2019-12-18T22:00",128
"VF02","2019-12-18T22:00",129
"VF63","2019-12-18T22:00",33
"VF66","2019-12-18T22:00",117
"VL13","2019-12-18T22:00",34
"VL13A","2019-12-18T22:00",66
"VML54","2019-12-18T22:00",14
"VML55A","2019-12-18T22:00",50
"VS18","2019-12-18T22:00",154
"511","2019-12-18T22:30",35
"AC03","2019-12-18T22:30",46
"AF04","2019-12-18T22:30",60
"AF04A","2019-12-18T22:30",28
"CV14","2019-12-18T22:30",66
"CV47","2019-12-18T22:30",16
"CV48","2019-12-18T22:30",18
"CV67","2019-12-18T22:30",12
"DC15","2019-12-18T22:30",42
"DC15A","2019-12-18T22:30",59
"FL82","2019-12-18T22:30",71
"GM24","2019-12-18T22:30",31
"KC06","2019-12-18T22:30",130
"KC33","2019-12-18T22:30",19
"KC35","2019-12-18T22:30",22
"KC35A","2019-12-18T22:30",32
"KF52","2019-12-18T22:30",45
"KL08","2019-12-18T22:30",152
"KM61","2019-12-18T22:30",26
"KPZ83","2019-12-18T22:30",22
"LC07","2019-12-18T22:30",70
"LC07A","2019-12-18T22:30",38
"LF09","2019-12-18T22:30",72
"LF10","2019-12-18T22:30",143
"MC12","2019-12-18T22:30",27
"MF40","2019-12-18T22:30",58
"ML22","2019-12-18T22:30",39
"MZ78","2019-12-18T22:30",26
"TB72","2019-12-18T22:30",13
"TC16","2019-12-18T22:30",28
"TC16A","2019-12-18T22:30",27
"TC93","2019-12-18T22:30",25
"TCD49","2019-12-18T22:30",29
"TCD49A","2019-12-18T22:30",21
"TCP45","2019-12-18T22:30",48
"TK36","2019-12-18T22:30",20
"TL94","2019-12-18T22:30",30
"UC11","2019-12-18T22:30",89
"UC32","2019-12-18T22:30",15
"VC57","2019-12-18T22:30",50
"VC59","2019-12-18T22:30",22
"VF01","2019-12-18T22:30",63
"VF02","2019-12-18T22:30",74
"VF63","2019-12-18T22:30",20
"VF66","2019-12-18T22:30",76
"VL13","2019-12-18T22:30",76
"VL13A","2019-12-18T22:30",66
"VML54","2019-12-18T22:30",58
"VML55A","2019-12-18T22:30",26
"VS18","2019-12-18T22:30",111
"511","2019-12-18T23:00",10
"AC03","2019-12-18T23:00",20
"AF04","2019-12-18T23:00",22
"AF04A","2019-12-18T23:00",11
"CV14","2019-12-18T23:00",24
"CV47","2019-12-18T23:00",1
"CV48","2019-12-18T23:00",2
"CV67","2019-12-18T23:00",5
"DC15","2019-12-18T23:00",26
"DC15A","2019-12-18T23:00",26
"FL82","2019-12-18T23:00",33
"GM24","2019-12-18T23:00",16
"KC06","2019-12-18T23:00",132
"KC33","2019-12-18T23:00",1
"KC35","2019-12-18T23:00",6
"KC35A","2019-12-18T23:00",2
"KF52","2019-12-18T23:00",6
"KL08","2019-12-18T23:00",75
"KM61","2019-12-18T23:00",15
"KPZ83","2019-12-18T23:00",1
"LC07","2019-12-18T23:00",41
"LC07A","2019-12-18T23:00",54
"LF09","2019-12-18T23:00",94
"LF10","2019-12-18T23:00",83
"MC12","2019-12-18T23:00",7
"MF40","2019-12-18T23:00",10
"ML22","2019-12-18T23:00",7
"TB72","2019-12-18T23:00",2
"TC16","2019-12-18T23:00",18
"TC16A","2019-12-18T23:00",32
"TC93","2019-12-18T23:00",9
"TCD49","2019-12-18T23:00",8
"TCD49A","2019-12-18T23:00",23
"TCP45","2019-12-18T23:00",27
"TK36","2019-12-18T23:00",2
"TL94","2019-12-18T23:00",33
"UC11","2019-12-18T23:00",61
"VC57","2019-12-18T23:00",26
"VC59","2019-12-18T23:00",4
"VF01","2019-12-18T23:00",64
"VF02","2019-12-18T23:00",62
"VF63","2019-12-18T23:00",2
"VF66","2019-12-18T23:00",30
"VL13","2019-12-18T23:00",59
"VL13A","2019-12-18T23:00",51
"VML54","2019-12-18T23:00",4
"VML55A","2019-12-18T23:00",1
"VS18","2019-12-18T23:00",78
"511","2019-12-18T23:30",1
"AC03","2019-12-18T23:30",11
"AF04","2019-12-18T23:30",3
"AF04A","2019-12-18T23:30",6
"DC15","2019-12-18T23:30",5
"DC15A","2019-12-18T23:30",13
"FL82","2019-12-18T23:30",1
"GM24","2019-12-18T23:30",1
"KC06","2019-12-18T23:30",112
"KC35","2019-12-18T23:30",4
"KL08","2019-12-18T23:30",59
"LC07","2019-12-18T23:30",43
"LC07A","2019-12-18T23:30",9
"LF09","2019-12-18T23:30",39
"LF10","2019-12-18T23:30",6
"MC12","2019-12-18T23:30",8
"MF40","2019-12-18T23:30",8
"TC16","2019-12-18T23:30",2
"TC16A","2019-12-18T23:30",8
"TC93","2019-12-18T23:30",27
"TCD49","2019-12-18T23:30",5
"TL94","2019-12-18T23:30",21
"UC11","2019-12-18T23:30",37
"VC57","2019-12-18T23:30",7
"VF01","2019-12-18T23:30",54
"VF02","2019-12-18T23:30",5
"VL13","2019-12-18T23:30",20
"VL13A","2019-12-18T23:30",29
"VS18","2019-12-18T23:30",88
"DC15","2019-12-19T00:00",1
"DC15A","2019-12-19T00:00",1
"KC06","2019-12-19T00:00",9
"KL08","2019-12-19T00:00",5
"LC07","2019-12-19T00:00",1
"LC07A","2019-12-19T00:00",2
"LF09","2019-12-19T00:00",6
"MC12","2019-12-19T00:00",3
"TL94","2019-12-19T00:00",14
"UC11","2019-12-19T00:00",5
"VF01","2019-12-19T00:00",5
"VL13A","2019-12-19T00:00",4
"VS18","2019-12-19T00:00",23
